1.204697845064233341e+01 9.482210666742281191e+00 2.037285684161137311e+01 2.284252673701805847e+01 1.802470341582285585e+01 1.834225199062053235e+01 2.620400911448765413e+01 2.101420722488773407e+01 8.906889079173984314e+00 4.348758096975263499e+00 3.757738397210657499e+00 3.399957712930359310e+00 2.541019667541192462e+00 1.570557035384878342e+00 1.045200527192730267e+00 5.947593706428045968e-01 1.883991626803421526e-01 1.016810673475102789e+02 4.102234044948448854e+01 1.253393776686579315e+02 5.211332503646877967e+01 1.502683431571955168e+02 6.416115107078397273e+01 1.760549912249348949e+02 7.695761289872328348e+01 2.023317724050148456e+02 9.030155869421484738e+01 2.287822448253592995e+02 1.040075041577910753e+02 2.551416104811056584e+02 1.179104833499418845e+02 2.811940206597772658e+02 1.318680772633791207e+02 3.067680651330538240e+02 1.457604821161845052e+02 3.317314302213748647e+02 1.594893229122418177e+02 3.559853737969830263e+02 1.729757469535224175e+02 3.794594160856314033e+02 1.861581781451778284e+02 4.021064695318356144e+02 1.989899879755203074e+02 4.238985126615565378e+02 2.114372442557627494e+02 4.448228368287462331e+02 2.234766304653583120e+02 4.648788486404218929e+02 2.350935816379885068e+02
1.897845049164594755e+01 5.007593282961207315e+00 2.140150005569151759e+01 4.357610247444388563e+01 3.797365547327120083e+01 1.786257881731388863e+01 1.371634003794218870e+01 1.814376799095291659e+01 2.153755062884393112e+01 1.722976231214325082e+01 1.160678790539616934e+01 8.548127134435912211e+00 5.815881346037993893e+00 3.961848713169278113e+00 2.665577070416913497e+00 1.543187481322399801e+00 7.554151321164362942e-01 1.455330937967881937e+02 5.808383940581295946e+01 1.820096645831183650e+02 7.472402738836447611e+01 2.212508519031704850e+02 9.301409537209073619e+01 2.626230450296715730e+02 1.126466424810973592e+02 3.055232229507225838e+02 1.333156435267387963e+02 3.494002529812075863e+02 1.547316193133167701e+02 3.937664250111891988e+02 1.766310376166940728e+02 4.382017518539424827e+02 1.987812059902423982e+02 4.823532700066073744e+02 2.209818808047756704e+02 5.259311451865402205e+02 2.430646428443234299e+02 5.687029480957091891e+02 2.648908717760898526e+02 6.104870784387010190e+02 2.863489403368610624e+02 6.511460010253749715e+02 3.073510672625534426e+02 6.905797176248551068e+02 3.278301229955972644e+02 7.287197231196415714e+02 3.477365727719733854e+02 7.655235721269823443e+02 3.670356627828128921e+02
1.543520810328406867e+01 1.208947129721172864e+01 2.373955764291602222e+01 1.764518978704501606e+01 5.658110101593183394e+00 5.735225959689621789e+00 1.464489498946391954e+01 1.653780431772515058e+01 8.298458137096229592e+00 3.828611793673343477e+00 6.402693900346357658e+00 1.411676581901366312e+01 1.836527321367151444e+01 1.536468409765113208e+01 1.114624312461845435e+01 6.645322941071791334e+00 3.017817739008867406e+00 5.714925142933090285e+01 3.010918770756398288e+01 7.071034807995312121e+01 3.755993602163668754e+01 8.534075249776128658e+01 4.557509677144741289e+01 1.008905110268589311e+02 5.404318121411696296e+01 1.172078683900032274e+02 6.285889844368141866e+01 1.341422710936682279e+02 7.192628204138698322e+01 1.515475854179904900e+02 8.116045077008394060e+01 1.692850963088530989e+02 9.048828541915708001e+01 1.872259625966156023e+02 9.984828764056315720e+01 2.052529668037248030e+02 1.091898653344821639e+02 2.232615382982144752e+02 1.184722589916024447e+02 2.411601220289462333e+02 1.276632857919183976e+02 2.588700131153646566e+02 1.367380373206347883e+02 2.763247915978510605e+02 1.456776269900970817e+02 2.934694843506763391e+02 1.544680481272828274e+02 3.102595628363699234e+02 1.630991751549452431e+02
1.686770392017677977e+01 7.258752726726588556e+00 2.417797864310403710e+01 3.816442791040596916e+01 2.941672414757867671e+01 1.986691423077284213e+01 1.868350875196701111e+01 1.362539114280489372e+01 1.018152206126805837e+01 1.476728607849138797e+01 2.039682710099375740e+01 1.624892752215154701e+01 8.543281522597931499e+00 4.606713334245645441e+00 4.151697993524972041e+00 3.483821298687451939e+00 1.714297779997683069e+00 1.085819946931414250e+02 5.524622559218030915e+01 1.376808849809337403e+02 7.106493347507692704e+01 1.694312832099164154e+02 8.842518674623785557e+01 2.033492339090602457e+02 1.070359779944595005e+02 2.389521625381549086e+02 1.266103109632491197e+02 2.757803334178215096e+02 1.468788253473957184e+02 3.134110390424454522e+02 1.675980141581329121e+02 3.514667557469786630e+02 1.885542578295601572e+02 3.896186266398220255e+02 2.095648445520178029e+02 4.275865551909978421e+02 2.304769736610031998e+02 4.651370087385856209e+02 2.511655283241248640e+02 5.020794098104681780e+02 2.715302000359544650e+02 5.382617772173585990e+02 2.914923720427302101e+02 5.735660902994362687e+02 3.109920289495991597e+02 6.079036965746561236e+02 3.299848545881618520e+02 6.412109652721285329e+02 3.484396050836165273e+02
1.957267003791018567e+01 3.696986507284479195e+00 1.445357505966732781e+01 2.632716864264376255e+01 2.391189123080576451e+01 1.591875783888520601e+01 2.056663911833887326e+01 2.825902936521045916e+01 2.565837967769597583e+01 1.723282907001133779e+01 1.168169414661052485e+01 1.002268962988344114e+01 6.871496685615163358e+00 2.995910055178164111e+00 1.062467781370616038e+00 5.841857021432296238e-01 3.915964591822878038e-01 1.131884075726233476e+02 3.003704739961576564e+01 1.416497111247822431e+02 3.903968854663796861e+01 1.723416889192537553e+02 4.912633905278209312e+01 2.047848088141029166e+02 6.015233327130662389e+01 2.385155254011244494e+02 7.195984529403538943e+01 2.731040307165553145e+02 8.438864683774775699e+01 3.081648794534518174e+02 9.728410054263764550e+01 3.433619963702913083e+02 1.105025499844165466e+02 3.784095684063059366e+02 1.239145153754513160e+02 4.130701401006184597e+02 1.374061846876299740e+02 4.471509752944322145e+02 1.508796706487620156e+02 4.804994874736347583e+02 1.642524357342714154e+02 5.129983102041238681e+02 1.774562031094537531e+02 5.445603913099774900e+02 1.904355901972813285e+02 5.751243507737557366e+02 2.031466318789825607e+02 6.046502377526195460e+02 2.155553049333344973e+02
1.912368695244243355e+01 5.789114131249601947e+00 1.770984742555465274e+01 3.557915931745755245e+01 3.348609928235521238e+01 1.395323467330933731e+01 9.090536985192677832e+00 2.199513341670458288e+01 3.450955704955585190e+01 2.690033636155934360e+01 1.595043784595873682e+01 1.128618517479652894e+01 6.979515564208756295e+00 4.869685552803741047e+00 3.831491189483626325e+00 2.573296208163089904e+00 1.291530829476752240e+00 1.005379357729551515e+02 4.311123259333702862e+01 1.305217596054075102e+02 5.669424979988456670e+01 1.639011677060938723e+02 7.190288794342012579e+01 2.001358896034466284e+02 8.849123724366083366e+01 2.386625181888055920e+02 1.062022289844302776e+02 2.789289617046292165e+02 1.247835583248001399e+02 3.204178986302688372e+02 1.439984671934477092e+02 3.626610102629543348e+02 1.636322527997078566e+02 4.052460722721474440e+02 1.834954827262574213e+02 4.478188754633666235e+02 2.034248364228153036e+02 4.900816446666517550e+02 2.232823499932139839e+02 5.317892695618180596e+02 2.429536746514384333e+02 5.727443248347085500e+02 2.623458012084421966e+02 6.127915712199260270e+02 2.813845683115486622e+02 6.518124022953652457e+02 3.000121653212819410e+02 6.897195309731860107e+02 3.181847604245776893e+02
1.473277912403603729e+01 6.401838817361958256e+00 2.017805420522805093e+01 2.748714877330631623e+01 2.085841037656945218e+01 1.666701390983684661e+01 2.147806780571345087e+01 2.129010810611706717e+01 1.530483012209619709e+01 1.085453048729291403e+01 9.130458358506874816e+00 8.606490256793737359e+00 7.252510570032945303e+00 4.674803101041150377e+00 2.459861440273280575e+00 1.567669113374190015e+00 9.336589283033711606e-01 9.016288063846775458e+01 3.827747908632969143e+01 1.142176673158056985e+02 4.933327418799905217e+01 1.402862337771504997e+02 6.148473669827149735e+01 1.679309361280525366e+02 7.452795120064544676e+01 1.967309953553161677e+02 8.826090124919672064e+01 2.262990127173134738e+02 1.024932819586444879e+02 2.562902095565582954e+02 1.170524849568656265e+02 2.864062383082198266e+02 1.317866119114449930e+02 3.163952187783955878e+02 1.465653401073959969e+02 3.460493433412594868e+02 1.612793427358265888e+02 3.752010699940599352e+02 1.758388180946523960e+02 4.037186335720954844e+02 1.901715387032228080e+02 4.315013711781403458e+02 2.042207085606254111e+02 4.584751791471095999e+02 2.179428191285515766e+02 4.845882888811609632e+02 2.313056212068420621e+02 5.098074582756347581e+02 2.442862772732636074e+02
2.071162426823935121e+01 2.932034530029136832e+00 9.457006757655358697e+00 1.727337321987319996e+01 2.388399617828808985e+01 2.503855063879232290e+01 2.557630081509155318e+01 2.567268341812938814e+01 2.245619994643546491e+01 2.161199795314046312e+01 1.949382735812292111e+01 1.407153468207607361e+01 9.125820282351506663e+00 6.132502699018771430e+00 4.370075028676827955e+00 2.729078007620019619e+00 1.214011042279828256e+00 6.927907513627607727e+01 2.123078775271659779e+01 9.171992268044904506e+01 2.874467228592336099e+01 1.170905788825424452e+02 3.740229915928171067e+01 1.450010800232588224e+02 4.708835065025115085e+01 1.750235533433152284e+02 5.766658283131687313e+01 2.067229780118982490e+02 6.899156853985941495e+01 2.396796174743782046e+02 8.091781518979071564e+01 2.735039349899419108e+02 9.330625663633129818e+01 3.078453408274827439e+02 1.060284370312373738e+02 3.423962275379291214e+02 1.189688386638782305e+02 3.768926268921305223e+02 1.320258210862209296e+02 4.111125997687185532e+02 1.451115892465973616e+02 4.448732263408421659e+02 1.581515316396051674e+02 4.780268389298229295e+02 1.710831887454349953e+02 5.104569510096883960e+02 1.838550394386021196e+02 5.420741868118529965e+02 1.964252335186696996e+02
9.603484534292997310e+00 1.179491939706272774e+01 2.152147705910533659e+01 1.979453139218221480e+01 1.391217410714624414e+01 1.207652628580277465e+01 1.705915495985620467e+01 1.558356113464097170e+01 1.307688255843171987e+01 1.660021860941508010e+01 1.360122762386860273e+01 6.392864353533170174e+00 3.662022695826717467e+00 2.696695496652503632e+00 2.050646819400979481e+00 1.334503240527768364e+00 5.226286474501838919e-01 7.206865117566749745e+01 3.580700798899619741e+01 9.014738873952074982e+01 4.537945463460877704e+01 1.097062182046392991e+02 5.581483192811346328e+01 1.304604560343015862e+02 6.695011889762172075e+01 1.521291540255213022e+02 7.862384410403041102e+01 1.744463718647261032e+02 9.068324091560435818e+01 1.971686492055231383e+02 1.029888255328340705e+02 2.200792697327179894e+02 1.154168916009683556e+02 2.429900071977155562e+02 1.278604320308305233e+02 2.657410256284244383e+02 1.402289502618129973e+02 2.881995223920425246e+02 1.524475446876916749e+02 3.102575919977959416e+02 1.644555645323364104e+02 3.318296755957356368e+02 1.762050563871115401e+02 3.528498598792168650e+02 1.876591540250504693e+02 3.732692053698061727e+02 1.987905115809883796e+02 3.930532187823013714e+02 2.095798408337483920e+02
9.649886881256541926e+00 1.169643394261218461e+01 2.259314519321341663e+01 2.031231527957300997e+01 1.145027989586131589e+01 1.152042874561966457e+01 2.033318283379545122e+01 1.839127646198554444e+01 8.688821351394700798e+00 3.581127406765277410e+00 2.375487543548606695e+00 1.751433238190850172e+00 6.106096588122652546e-01 1.556416274210698503e-01 2.631720935927695515e-01 3.235116171961423537e-01 1.545005944195949332e-01 7.779225348857308120e+01 3.693654437137183066e+01 9.486960672491764512e+01 4.628658227105155021e+01 1.126807584079467972e+02 5.631827859125871072e+01 1.309402891658783403e+02 6.686055233872390602e+01 1.494002372798439637e+02 7.775298792628609590e+01 1.678518735787045841e+02 8.885120917251695971e+01 1.861244142626966607e+02 1.000295036971977822e+02 2.040819332620863804e+02 1.111814700975594832e+02 2.216193752241113941e+02 1.222193526671030384e+02 2.386582753357066338e+02 1.330725858297457478e+02 2.551425676140025018e+02 1.436859309214004270e+02 2.710347016579398769e+02 1.540174689436488507e+02 2.863121772191873333e+02 1.640366196255513955e+02 3.009645339748603305e+02 1.737222883456767022e+02 3.149907897559292564e+02 1.830611942694548304e+02 3.283972955658445017e+02 1.920464008843496231e+02
